m,run,item,value_player0,value_player1,value_player2,value_player3,value_player4,rr_allocation,astar_allocation,rr_player_order,value_range
20,18,14,11,48,18,28,29,1,1,"[2, 0, 3, 1, 4]",10-50
20,18,15,305,356,362,242,355,2,2,"[2, 0, 3, 1, 4]",150-400
20,18,16,42,71,58,56,67,1,4,"[2, 0, 3, 1, 4]",40-120
20,18,17,200,173,167,195,180,4,0,"[2, 0, 3, 1, 4]",100-200
20,18,18,25,24,22,31,47,3,4,"[2, 0, 3, 1, 4]",10-50
20,18,19,277,331,268,359,222,0,3,"[2, 0, 3, 1, 4]",150-400
20,19,0,45,73,117,84,120,2,4,"[1, 3, 4, 0, 2]",40-120
20,19,1,140,125,152,124,145,1,0,"[1, 3, 4, 0, 2]",100-200
20,19,2,91,115,64,74,80,1,1,"[1, 3, 4, 0, 2]",40-120
20,19,3,74,59,58,119,110,3,4,"[1, 3, 4, 0, 2]",40-120
20,19,4,27,37,43,20,43,2,4,"[1, 3, 4, 0, 2]",10-50
20,19,5,133,193,196,100,188,2,1,"[1, 3, 4, 0, 2]",100-200
20,19,6,56,80,72,96,57,0,1,"[1, 3, 4, 0, 2]",40-120
20,19,7,43,36,12,35,11,3,0,"[1, 3, 4, 0, 2]",10-50
20,19,8,49,43,29,49,47,1,1,"[1, 3, 4, 0, 2]",10-50
20,19,9,50,26,21,17,46,0,0,"[1, 3, 4, 0, 2]",10-50
20,19,10,24,30,44,33,40,2,4,"[1, 3, 4, 0, 2]",10-50
20,19,11,316,294,385,284,363,4,2,"[1, 3, 4, 0, 2]",150-400
20,19,12,174,148,193,112,111,0,2,"[1, 3, 4, 0, 2]",100-200
20,19,13,66,59,117,43,60,4,2,"[1, 3, 4, 0, 2]",40-120
20,19,14,130,116,141,193,134,3,3,"[1, 3, 4, 0, 2]",100-200
20,19,15,158,108,161,150,186,4,4,"[1, 3, 4, 0, 2]",100-200
20,19,16,367,316,367,353,183,1,0,"[1, 3, 4, 0, 2]",150-400
20,19,17,327,193,216,392,251,3,3,"[1, 3, 4, 0, 2]",150-400
20,19,18,10,35,28,19,48,4,4,"[1, 3, 4, 0, 2]",10-50
20,19,19,102,100,57,63,61,0,1,"[1, 3, 4, 0, 2]",40-120
20,20,0,152,304,156,293,188,1,1,"[2, 0, 1, 4, 3]",150-400
20,20,1,33,25,36,32,32,2,2,"[2, 0, 1, 4, 3]",10-50
20,20,2,38,40,33,11,31,0,1,"[2, 0, 1, 4, 3]",10-50
20,20,3,193,165,104,151,187,0,0,"[2, 0, 1, 4, 3]",100-200
20,20,4,77,73,103,83,112,1,2,"[2, 0, 1, 4, 3]",40-120
20,20,5,48,94,104,76,88,2,2,"[2, 0, 1, 4, 3]",40-120
20,20,6,92,73,97,108,83,3,2,"[2, 0, 1, 4, 3]",40-120
20,20,7,76,60,93,42,87,4,2,"[2, 0, 1, 4, 3]",40-120
20,20,8,44,47,11,43,31,3,3,"[2, 0, 1, 4, 3]",10-50
20,20,9,284,288,237,203,343,2,4,"[2, 0, 1, 4, 3]",150-400
20,20,10,17,34,13,42,14,1,3,"[2, 0, 1, 4, 3]",10-50
20,20,11,98,108,71,85,113,1,1,"[2, 0, 1, 4, 3]",40-120
20,20,12,119,100,102,174,149,4,3,"[2, 0, 1, 4, 3]",100-200
20,20,13,11,23,36,16,17,4,2,"[2, 0, 1, 4, 3]",10-50
20,20,14,200,110,136,193,188,4,0,"[2, 0, 1, 4, 3]",100-200
20,20,15,82,83,58,52,81,0,1,"[2, 0, 1, 4, 3]",40-120
20,20,16,18,15,33,39,10,3,3,"[2, 0, 1, 4, 3]",10-50
20,20,17,181,123,105,180,115,3,3,"[2, 0, 1, 4, 3]",100-200
20,20,18,312,312,213,267,393,0,4,"[2, 0, 1, 4, 3]",150-400
20,20,19,194,137,107,147,129,2,0,"[2, 0, 1, 4, 3]",100-200
20,21,0,49,17,10,29,14,0,0,"[3, 0, 4, 2, 1]",10-50
20,21,1,155,151,191,189,110,3,3,"[3, 0, 4, 2, 1]",100-200
20,21,2,56,71,96,54,60,2,2,"[3, 0, 4, 2, 1]",40-120
20,21,3,217,327,298,319,260,4,3,"[3, 0, 4, 2, 1]",150-400
20,21,4,164,349,204,321,153,3,1,"[3, 0, 4, 2, 1]",150-400
20,21,5,313,173,267,197,156,0,0,"[3, 0, 4, 2, 1]",150-400
20,21,6,35,38,48,41,13,2,2,"[3, 0, 4, 2, 1]",10-50
20,21,7,186,100,135,155,140,0,0,"[3, 0, 4, 2, 1]",100-200
20,21,8,105,194,119,164,190,1,4,"[3, 0, 4, 2, 1]",100-200
20,21,9,36,25,48,19,11,1,2,"[3, 0, 4, 2, 1]",10-50
20,21,10,77,64,105,40,50,0,2,"[3, 0, 4, 2, 1]",40-120
20,21,11,27,33,43,23,44,4,4,"[3, 0, 4, 2, 1]",10-50
20,21,12,25,10,25,44,46,3,4,"[3, 0, 4, 2, 1]",10-50
20,21,13,169,180,111,138,147,4,1,"[3, 0, 4, 2, 1]",100-200
20,21,14,23,44,23,31,31,1,4,"[3, 0, 4, 2, 1]",10-50
20,21,15,131,116,195,105,141,2,2,"[3, 0, 4, 2, 1]",100-200
20,21,16,87,87,45,42,59,1,1,"[3, 0, 4, 2, 1]",40-120
20,21,17,99,67,108,112,74,3,3,"[3, 0, 4, 2, 1]",40-120
20,21,18,55,77,46,44,110,4,4,"[3, 0, 4, 2, 1]",40-120
20,21,19,95,61,119,84,63,2,2,"[3, 0, 4, 2, 1]",40-120
20,22,0,49,22,30,48,40,0,0,"[0, 4, 2, 3, 1]",10-50
20,22,1,25,25,39,27,37,4,4,"[0, 4, 2, 3, 1]",10-50
20,22,2,26,50,25,12,28,1,1,"[0, 4, 2, 3, 1]",10-50
20,22,3,367,182,153,169,301,1,0,"[0, 4, 2, 3, 1]",150-400
20,22,4,112,108,109,136,114,3,3,"[0, 4, 2, 3, 1]",100-200
20,22,5,195,290,337,397,327,4,3,"[0, 4, 2, 3, 1]",150-400
20,22,6,73,66,49,97,92,3,4,"[0, 4, 2, 3, 1]",40-120
20,22,7,17,44,41,30,32,2,1,"[0, 4, 2, 3, 1]",10-50
20,22,8,40,49,30,18,26,3,1,"[0, 4, 2, 3, 1]",10-50
20,22,9,133,166,156,194,119,3,1,"[0, 4, 2, 3, 1]",100-200
20,22,10,155,164,101,141,128,4,1,"[0, 4, 2, 3, 1]",100-200
20,22,11,119,41,43,66,113,0,4,"[0, 4, 2, 3, 1]",40-120
20,22,12,88,116,115,84,82,2,1,"[0, 4, 2, 3, 1]",40-120
20,22,13,39,29,32,13,24,1,0,"[0, 4, 2, 3, 1]",10-50
20,22,14,373,152,356,302,264,0,2,"[0, 4, 2, 3, 1]",150-400
20,22,15,72,46,55,46,99,4,4,"[0, 4, 2, 3, 1]",40-120
20,22,16,95,96,70,113,76,1,3,"[0, 4, 2, 3, 1]",40-120
20,22,17,173,117,170,183,101,0,2,"[0, 4, 2, 3, 1]",100-200
20,22,18,103,128,187,199,173,2,4,"[0, 4, 2, 3, 1]",100-200
20,22,19,114,75,87,106,45,2,0,"[0, 4, 2, 3, 1]",40-120
20,23,0,61,63,100,79,56,3,2,"[1, 4, 3, 2, 0]",40-120
20,23,1,122,178,160,166,168,1,3,"[1, 4, 3, 2, 0]",100-200
20,23,2,38,36,37,46,27,2,0,"[1, 4, 3, 2, 0]",10-50
20,23,3,11,27,44,22,50,4,4,"[1, 4, 3, 2, 0]",10-50
20,23,4,22,39,24,48,41,3,3,"[1, 4, 3, 2, 0]",10-50
20,23,5,62,48,43,93,69,0,3,"[1, 4, 3, 2, 0]",40-120
20,23,6,132,139,148,129,118,4,2,"[1, 4, 3, 2, 0]",100-200
20,23,7,194,112,157,106,114,2,0,"[1, 4, 3, 2, 0]",100-200
20,23,8,50,19,12,25,18,0,0,"[1, 4, 3, 2, 0]",10-50
20,23,9,40,89,118,77,64,2,2,"[1, 4, 3, 2, 0]",40-120
20,23,10,196,163,103,131,197,0,0,"[1, 4, 3, 2, 0]",100-200
20,23,11,154,348,293,175,351,3,1,"[1, 4, 3, 2, 0]",150-400
20,23,12,53,70,88,92,112,4,4,"[1, 4, 3, 2, 0]",40-120
20,23,13,113,181,179,113,136,2,2,"[1, 4, 3, 2, 0]",100-200
20,23,14,297,361,294,184,327,1,1,"[1, 4, 3, 2, 0]",150-400
20,23,15,58,102,64,101,104,1,3,"[1, 4, 3, 2, 0]",40-120
20,23,16,29,44,16,38,21,1,3,"[1, 4, 3, 2, 0]",10-50
20,23,17,46,66,112,120,112,3,3,"[1, 4, 3, 2, 0]",40-120
20,23,18,290,339,183,332,389,4,4,"[1, 4, 3, 2, 0]",150-400
20,23,19,25,26,28,15,45,0,4,"[1, 4, 3, 2, 0]",10-50
20,24,0,198,113,190,109,152,4,0,"[2, 3, 1, 4, 0]",100-200
20,24,1,297,233,398,383,366,2,4,"[2, 3, 1, 4, 0]",150-400
20,24,2,230,388,261,363,157,1,1,"[2, 3, 1, 4, 0]",150-400
20,24,3,17,47,48,50,48,2,2,"[2, 3, 1, 4, 0]",10-50
20,24,4,122,116,142,144,119,3,2,"[2, 3, 1, 4, 0]",100-200
20,24,5,104,161,135,139,104,1,2,"[2, 3, 1, 4, 0]",100-200
20,24,6,112,49,74,108,101,4,0,"[2, 3, 1, 4, 0]",40-120
20,24,7,192,147,119,177,141,0,0,"[2, 3, 1, 4, 0]",100-200
20,24,8,310,289,273,389,165,3,3,"[2, 3, 1, 4, 0]",150-400
20,24,9,146,193,158,155,103,2,1,"[2, 3, 1, 4, 0]",100-200
20,24,10,20,17,32,49,25,3,3,"[2, 3, 1, 4, 0]",10-50
20,24,11,58,82,58,104,63,3,3,"[2, 3, 1, 4, 0]",40-120
20,24,12,51,67,90,44,79,2,2,"[2, 3, 1, 4, 0]",40-120
20,24,13,57,99,48,64,73,1,1,"[2, 3, 1, 4, 0]",40-120
20,24,14,96,76,53,54,96,0,4,"[2, 3, 1, 4, 0]",40-120
20,24,15,36,26,48,36,28,0,2,"[2, 3, 1, 4, 0]",10-50
20,24,16,42,45,32,41,45,0,4,"[2, 3, 1, 4, 0]",10-50
20,24,17,82,64,87,98,78,4,3,"[2, 3, 1, 4, 0]",40-120
20,24,18,39,12,14,21,36,4,0,"[2, 3, 1, 4, 0]",10-50
20,24,19,40,43,47,31,47,1,2,"[2, 3, 1, 4, 0]",10-50
20,25,0,166,185,155,124,162,1,4,"[3, 0, 4, 1, 2]",100-200
20,25,1,158,104,178,147,110,4,2,"[3, 0, 4, 1, 2]",100-200
20,25,2,150,152,190,199,165,2,3,"[3, 0, 4, 1, 2]",100-200
20,25,3,167,175,124,156,121,0,0,"[3, 0, 4, 1, 2]",100-200
20,25,4,120,58,92,71,68,0,0,"[3, 0, 4, 1, 2]",40-120
20,25,5,16,43,31,26,47,4,4,"[3, 0, 4, 1, 2]",10-50
20,25,6,85,48,82,46,79,1,0,"[3, 0, 4, 1, 2]",40-120
20,25,7,40,69,97,43,57,2,2,"[3, 0, 4, 1, 2]",40-120
20,25,8,16,43,28,40,20,1,1,"[3, 0, 4, 1, 2]",10-50
20,25,9,82,79,80,111,96,3,3,"[3, 0, 4, 1, 2]",40-120
20,25,10,117,100,66,84,99,4,0,"[3, 0, 4, 1, 2]",40-120
20,25,11,48,40,27,46,34,0,0,"[3, 0, 4, 1, 2]",10-50
20,25,12,16,44,50,44,17,2,1,"[3, 0, 4, 1, 2]",10-50
20,25,13,180,127,107,198,152,3,3,"[3, 0, 4, 1, 2]",100-200
20,25,14,39,10,48,42,29,2,3,"[3, 0, 4, 1, 2]",10-50
20,25,15,274,206,390,396,178,3,2,"[3, 0, 4, 1, 2]",150-400
20,25,16,276,255,358,314,331,0,4,"[3, 0, 4, 1, 2]",150-400
20,25,17,31,33,12,48,27,3,3,"[3, 0, 4, 1, 2]",10-50
20,25,18,205,382,217,353,227,4,1,"[3, 0, 4, 1, 2]",150-400
20,25,19,68,112,102,82,61,1,1,"[3, 0, 4, 1, 2]",40-120
20,26,0,157,155,125,162,108,3,0,"[2, 3, 1, 4, 0]",100-200
20,26,1,186,269,271,284,196,1,3,"[2, 3, 1, 4, 0]",150-400
20,26,2,126,104,141,153,170,4,4,"[2, 3, 1, 4, 0]",100-200
20,26,3,178,113,197,199,170,0,2,"[2, 3, 1, 4, 0]",100-200
20,26,4,108,166,128,176,171,4,3,"[2, 3, 1, 4, 0]",100-200
20,26,5,32,36,42,33,35,1,2,"[2, 3, 1, 4, 0]",10-50
20,26,6,48,92,48,94,65,4,1,"[2, 3, 1, 4, 0]",40-120
20,26,7,112,65,42,114,115,0,0,"[2, 3, 1, 4, 0]",40-120
20,26,8,109,100,76,114,79,1,0,"[2, 3, 1, 4, 0]",40-120
20,26,9,109,44,115,117,71,3,0,"[2, 3, 1, 4, 0]",40-120
20,26,10,60,118,78,113,49,1,1,"[2, 3, 1, 4, 0]",40-120
20,26,11,16,17,44,30,44,2,2,"[2, 3, 1, 4, 0]",10-50
20,26,12,48,65,120,105,61,2,2,"[2, 3, 1, 4, 0]",40-120
20,26,13,49,33,23,15,25,0,0,"[2, 3, 1, 4, 0]",10-50
20,26,14,175,400,378,367,298,2,1,"[2, 3, 1, 4, 0]",150-400
20,26,15,25,10,26,43,18,4,3,"[2, 3, 1, 4, 0]",10-50
20,26,16,111,147,162,157,146,2,2,"[2, 3, 1, 4, 0]",100-200
20,26,17,11,29,11,41,16,0,3,"[2, 3, 1, 4, 0]",10-50
20,26,18,204,304,359,328,357,3,4,"[2, 3, 1, 4, 0]",150-400
20,26,19,15,10,26,46,38,3,3,"[2, 3, 1, 4, 0]",10-50
20,27,0,73,52,64,102,51,2,3,"[3, 4, 2, 0, 1]",40-120
20,27,1,88,49,80,119,44,3,3,"[3, 4, 2, 0, 1]",40-120
20,27,2,15,16,46,33,41,1,2,"[3, 4, 2, 0, 1]",10-50
20,27,3,151,144,200,129,163,2,2,"[3, 4, 2, 0, 1]",100-200
20,27,4,54,96,51,66,75,0,1,"[3, 4, 2, 0, 1]",40-120
20,27,5,42,35,48,14,38,2,0,"[3, 4, 2, 0, 1]",10-50
20,27,6,14,12,11,36,29,3,3,"[3, 4, 2, 0, 1]",10-50
20,27,7,127,106,154,176,126,3,3,"[3, 4, 2, 0, 1]",100-200
20,27,8,360,317,339,328,352,3,4,"[3, 4, 2, 0, 1]",150-400
20,27,9,212,280,400,191,302,4,2,"[3, 4, 2, 0, 1]",150-400
20,27,10,172,187,113,128,132,1,1,"[3, 4, 2, 0, 1]",100-200
20,27,11,114,88,51,80,45,0,0,"[3, 4, 2, 0, 1]",40-120
20,27,12,110,97,53,51,85,1,0,"[3, 4, 2, 0, 1]",40-120
20,27,13,129,176,124,168,189,4,4,"[3, 4, 2, 0, 1]",100-200
20,27,14,114,79,57,76,102,4,0,"[3, 4, 2, 0, 1]",40-120
20,27,15,35,42,34,44,10,1,3,"[3, 4, 2, 0, 1]",10-50
20,27,16,196,181,125,173,154,2,0,"[3, 4, 2, 0, 1]",100-200
20,27,17,341,384,160,290,237,0,1,"[3, 4, 2, 0, 1]",150-400
20,27,18,24,12,40,16,47,4,4,"[3, 4, 2, 0, 1]",10-50
20,27,19,24,31,40,36,43,0,3,"[3, 4, 2, 0, 1]",10-50
20,28,0,268,307,159,389,384,4,3,"[4, 0, 3, 2, 1]",150-400
20,28,1,126,164,180,163,138,2,2,"[4, 0, 3, 2, 1]",100-200
20,28,2,212,186,225,189,370,0,4,"[4, 0, 3, 2, 1]",150-400
20,28,3,13,35,28,49,35,3,3,"[4, 0, 3, 2, 1]",10-50
20,28,4,12,38,36,48,40,2,3,"[4, 0, 3, 2, 1]",10-50
20,28,5,182,107,123,181,148,3,0,"[4, 0, 3, 2, 1]",100-200
20,28,6,10,46,44,49,48,1,1,"[4, 0, 3, 2, 1]",10-50
20,28,7,104,106,51,111,41,0,1,"[4, 0, 3, 2, 1]",40-120
20,28,8,200,128,134,195,146,0,0,"[4, 0, 3, 2, 1]",100-200
20,28,9,124,166,116,136,186,1,1,"[4, 0, 3, 2, 1]",100-200
20,28,10,180,147,109,101,157,4,0,"[4, 0, 3, 2, 1]",100-200
20,28,11,15,11,38,14,46,4,4,"[4, 0, 3, 2, 1]",10-50
20,28,12,81,54,44,118,58,3,3,"[4, 0, 3, 2, 1]",40-120
20,28,13,101,86,54,88,56,2,1,"[4, 0, 3, 2, 1]",40-120
20,28,14,207,307,333,295,245,3,2,"[4, 0, 3, 2, 1]",150-400
20,28,15,100,84,75,47,102,2,4,"[4, 0, 3, 2, 1]",40-120
20,28,16,16,42,19,30,31,1,1,"[4, 0, 3, 2, 1]",10-50
20,28,17,43,10,36,50,28,0,3,"[4, 0, 3, 2, 1]",10-50
20,28,18,78,112,45,55,61,1,1,"[4, 0, 3, 2, 1]",40-120
20,28,19,86,47,49,92,112,4,4,"[4, 0, 3, 2, 1]",40-120
20,29,0,263,381,399,178,378,2,4,"[2, 3, 4, 1, 0]",150-400
20,29,1,196,140,119,188,126,0,0,"[2, 3, 4, 1, 0]",100-200
20,29,2,34,30,31,50,39,3,3,"[2, 3, 4, 1, 0]",10-50
20,29,3,272,199,346,327,208,3,2,"[2, 3, 4, 1, 0]",150-400
20,29,4,74,119,108,104,105,1,1,"[2, 3, 4, 1, 0]",40-120
20,29,5,171,138,158,138,130,4,0,"[2, 3, 4, 1, 0]",100-200
20,29,6,334,227,215,182,248,4,0,"[2, 3, 4, 1, 0]",150-400
20,29,7,111,84,110,43,49,0,2,"[2, 3, 4, 1, 0]",40-120
20,29,8,37,35,36,25,45,4,4,"[2, 3, 4, 1, 0]",10-50
20,29,9,46,112,106,102,88,2,1,"[2, 3, 4, 1, 0]",40-120
20,29,10,51,117,66,43,113,4,1,"[2, 3, 4, 1, 0]",40-120
20,29,11,167,128,189,198,157,2,3,"[2, 3, 4, 1, 0]",100-200
20,29,12,40,10,46,35,31,2,2,"[2, 3, 4, 1, 0]",10-50
20,29,13,173,162,140,131,155,1,1,"[2, 3, 4, 1, 0]",100-200
20,29,14,190,126,173,199,142,3,3,"[2, 3, 4, 1, 0]",100-200
20,29,15,48,32,23,25,49,0,4,"[2, 3, 4, 1, 0]",10-50
20,29,16,85,74,69,113,95,3,3,"[2, 3, 4, 1, 0]",40-120
20,29,17,86,82,104,97,51,1,2,"[2, 3, 4, 1, 0]",40-120
20,29,18,15,16,10,28,11,0,3,"[2, 3, 4, 1, 0]",10-50
20,29,19,17,38,45,36,27,1,1,"[2, 3, 4, 1, 0]",10-50
20,30,0,32,23,23,26,22,4,0,"[3, 1, 0, 2, 4]",10-50
20,30,1,175,167,200,136,162,2,2,"[3, 1, 0, 2, 4]",100-200
20,30,2,55,62,90,80,85,0,2,"[3, 1, 0, 2, 4]",40-120
20,30,3,55,83,75,89,101,3,4,"[3, 1, 0, 2, 4]",40-120
20,30,4,113,107,95,76,56,1,0,"[3, 1, 0, 2, 4]",40-120
20,30,5,40,38,29,31,26,1,1,"[3, 1, 0, 2, 4]",10-50
20,30,6,188,195,142,147,128,1,1,"[3, 1, 0, 2, 4]",100-200
20,30,7,135,179,191,137,165,4,1,"[3, 1, 0, 2, 4]",100-200
20,30,8,128,137,123,174,145,3,3,"[3, 1, 0, 2, 4]",100-200
20,30,9,62,83,45,70,105,4,4,"[3, 1, 0, 2, 4]",40-120
20,30,10,21,40,15,34,46,4,4,"[3, 1, 0, 2, 4]",10-50
20,30,11,227,190,281,250,280,0,4,"[3, 1, 0, 2, 4]",150-400
20,30,12,28,20,38,50,24,3,3,"[3, 1, 0, 2, 4]",10-50
20,30,13,362,364,195,385,276,3,3,"[3, 1, 0, 2, 4]",150-400
20,30,14,12,16,47,33,25,2,2,"[3, 1, 0, 2, 4]",10-50
20,30,15,48,34,47,32,20,0,0,"[3, 1, 0, 2, 4]",10-50
20,30,16,161,101,192,126,112,0,2,"[3, 1, 0, 2, 4]",100-200
20,30,17,54,71,94,41,41,2,2,"[3, 1, 0, 2, 4]",40-120
20,30,18,42,118,120,115,62,2,1,"[3, 1, 0, 2, 4]",40-120
20,30,19,387,253,211,357,281,1,0,"[3, 1, 0, 2, 4]",150-400
20,31,0,187,126,172,185,195,0,3,"[3, 1, 2, 0, 4]",100-200
20,31,1,89,109,112,54,75,1,1,"[3, 1, 2, 0, 4]",40-120
20,31,2,255,237,194,246,394,3,4,"[3, 1, 2, 0, 4]",150-400
20,31,3,183,109,117,107,125,0,0,"[3, 1, 2, 0, 4]",100-200
20,31,4,164,111,187,115,153,4,0,"[3, 1, 2, 0, 4]",100-200
20,31,5,17,30,16,38,16,0,3,"[3, 1, 2, 0, 4]",10-50
20,31,6,100,55,76,83,81,0,0,"[3, 1, 2, 0, 4]",40-120
20,31,7,195,337,179,210,383,1,1,"[3, 1, 2, 0, 4]",150-400
20,31,8,22,22,30,39,17,3,3,"[3, 1, 2, 0, 4]",10-50
20,31,9,62,110,99,105,120,4,4,"[3, 1, 2, 0, 4]",40-120
20,31,10,54,80,80,114,77,3,3,"[3, 1, 2, 0, 4]",40-120
20,31,11,36,43,32,17,32,1,0,"[3, 1, 2, 0, 4]",10-50
20,31,12,95,63,115,57,56,2,2,"[3, 1, 2, 0, 4]",40-120
20,31,13,12,35,48,21,35,4,2,"[3, 1, 2, 0, 4]",10-50
20,31,14,154,134,101,182,145,3,3,"[3, 1, 2, 0, 4]",100-200
20,31,15,13,19,16,33,33,4,4,"[3, 1, 2, 0, 4]",10-50
20,31,16,96,101,118,70,40,2,2,"[3, 1, 2, 0, 4]",40-120
20,31,17,211,234,328,225,197,2,2,"[3, 1, 2, 0, 4]",150-400
20,31,18,23,11,45,31,30,2,2,"[3, 1, 2, 0, 4]",10-50
20,31,19,137,173,139,126,124,1,1,"[3, 1, 2, 0, 4]",100-200
20,32,0,180,154,132,146,192,4,4,"[0, 2, 3, 1, 4]",100-200
20,32,1,40,31,12,32,47,4,4,"[0, 2, 3, 1, 4]",10-50
20,32,2,200,381,225,316,314,3,1,"[0, 2, 3, 1, 4]",150-400
20,32,3,107,54,72,57,119,4,4,"[0, 2, 3, 1, 4]",40-120
20,32,4,78,76,120,87,66,2,2,"[0, 2, 3, 1, 4]",40-120
20,32,5,54,115,95,83,118,1,1,"[0, 2, 3, 1, 4]",40-120
20,32,6,28,20,19,13,30,4,4,"[0, 2, 3, 1, 4]",10-50
20,32,7,88,105,99,61,81,0,1,"[0, 2, 3, 1, 4]",40-120
20,32,8,322,179,261,155,243,0,0,"[0, 2, 3, 1, 4]",150-400
20,32,9,20,46,49,25,16,2,2,"[0, 2, 3, 1, 4]",10-50
20,32,10,129,107,187,110,164,2,2,"[0, 2, 3, 1, 4]",100-200
20,32,11,114,160,142,190,128,1,3,"[0, 2, 3, 1, 4]",100-200
20,32,12,46,39,48,50,16,0,3,"[0, 2, 3, 1, 4]",10-50
20,32,13,35,27,39,13,21,1,0,"[0, 2, 3, 1, 4]",10-50
20,32,14,164,158,173,104,180,3,4,"[0, 2, 3, 1, 4]",100-200
20,32,15,34,23,20,41,10,3,3,"[0, 2, 3, 1, 4]",10-50
20,32,16,198,119,196,158,163,0,0,"[0, 2, 3, 1, 4]",100-200
20,32,17,58,93,57,104,104,3,3,"[0, 2, 3, 1, 4]",40-120
20,32,18,77,81,58,80,68,1,3,"[0, 2, 3, 1, 4]",40-120
20,32,19,212,291,297,269,291,2,2,"[0, 2, 3, 1, 4]",150-400
20,33,0,60,60,41,101,41,0,3,"[4, 0, 2, 1, 3]",40-120
20,33,1,115,106,160,163,192,2,4,"[4, 0, 2, 1, 3]",100-200
20,33,2,177,151,157,167,133,3,0,"[4, 0, 2, 1, 3]",100-200
20,33,3,11,43,50,28,40,2,2,"[4, 0, 2, 1, 3]",10-50
20,33,4,30,44,11,41,22,3,1,"[4, 0, 2, 1, 3]",10-50
20,33,5,21,34,14,18,28,3,1,"[4, 0, 2, 1, 3]",10-50
20,33,6,181,190,105,172,178,1,1,"[4, 0, 2, 1, 3]",100-200
20,33,7,371,298,253,323,205,0,0,"[4, 0, 2, 1, 3]",150-400
20,33,8,186,129,102,152,195,4,4,"[4, 0, 2, 1, 3]",100-200
20,33,9,43,56,100,96,63,2,2,"[4, 0, 2, 1, 3]",40-120
20,33,10,43,32,31,29,50,4,4,"[4, 0, 2, 1, 3]",10-50
20,33,11,192,254,227,361,274,2,3,"[4, 0, 2, 1, 3]",150-400
20,33,12,37,50,44,36,39,1,1,"[4, 0, 2, 1, 3]",10-50
20,33,13,40,108,44,48,51,1,1,"[4, 0, 2, 1, 3]",40-120
20,33,14,47,41,111,104,79,4,2,"[4, 0, 2, 1, 3]",40-120
20,33,15,105,111,75,80,69,1,1,"[4, 0, 2, 1, 3]",40-120
20,33,16,38,19,25,36,33,0,0,"[4, 0, 2, 1, 3]",10-50
20,33,17,311,277,219,381,302,4,3,"[4, 0, 2, 1, 3]",150-400
20,33,18,96,57,96,116,118,3,4,"[4, 0, 2, 1, 3]",40-120
20,33,19,196,149,187,104,180,0,2,"[4, 0, 2, 1, 3]",100-200
20,34,0,43,67,55,59,75,4,4,"[3, 1, 4, 0, 2]",40-120
20,34,1,28,24,39,46,23,2,3,"[3, 1, 4, 0, 2]",10-50
20,34,2,23,20,27,24,16,0,2,"[3, 1, 4, 0, 2]",10-50
20,34,3,57,90,98,58,57,0,2,"[3, 1, 4, 0, 2]",40-120
20,34,4,15,37,28,37,26,2,3,"[3, 1, 4, 0, 2]",10-50
20,34,5,59,98,98,111,59,3,3,"[3, 1, 4, 0, 2]",40-120
20,34,6,107,195,176,118,196,2,4,"[3, 1, 4, 0, 2]",100-200
20,34,7,80,96,116,119,70,2,3,"[3, 1, 4, 0, 2]",40-120
20,34,8,103,72,78,113,81,0,3,"[3, 1, 4, 0, 2]",40-120
20,34,9,183,164,191,108,192,0,0,"[3, 1, 4, 0, 2]",100-200
20,34,10,48,34,24,40,37,4,0,"[3, 1, 4, 0, 2]",10-50
20,34,11,142,160,126,145,130,1,1,"[3, 1, 4, 0, 2]",100-200
20,34,12,207,384,322,391,316,3,1,"[3, 1, 4, 0, 2]",150-400
20,34,13,49,49,31,20,14,1,0,"[3, 1, 4, 0, 2]",10-50
20,34,14,242,296,389,292,333,1,2,"[3, 1, 4, 0, 2]",150-400
20,34,15,196,183,228,388,357,4,4,"[3, 1, 4, 0, 2]",150-400
20,34,16,181,105,161,137,127,4,0,"[3, 1, 4, 0, 2]",100-200
20,34,17,104,144,156,170,118,3,3,"[3, 1, 4, 0, 2]",100-200
20,34,18,43,50,30,49,19,3,0,"[3, 1, 4, 0, 2]",10-50
20,34,19,83,110,82,77,48,1,1,"[3, 1, 4, 0, 2]",40-120
20,35,0,85,48,84,71,92,3,4,"[0, 2, 1, 3, 4]",40-120
20,35,1,80,56,106,120,98,3,3,"[0, 2, 1, 3, 4]",40-120
20,35,2,110,192,125,144,126,1,1,"[0, 2, 1, 3, 4]",100-200
20,35,3,43,47,33,16,34,0,4,"[0, 2, 1, 3, 4]",10-50
20,35,4,24,18,15,48,27,3,3,"[0, 2, 1, 3, 4]",10-50
20,35,5,59,116,106,90,44,2,2,"[0, 2, 1, 3, 4]",40-120
20,35,6,44,10,23,50,48,4,3,"[0, 2, 1, 3, 4]",10-50
20,35,7,173,106,167,106,123,0,0,"[0, 2, 1, 3, 4]",100-200
20,35,8,28,32,36,25,11,1,2,"[0, 2, 1, 3, 4]",10-50
20,35,9,136,174,129,105,100,2,1,"[0, 2, 1, 3, 4]",100-200
20,35,10,22,32,25,36,47,4,4,"[0, 2, 1, 3, 4]",10-50
20,35,11,315,374,229,267,220,0,1,"[0, 2, 1, 3, 4]",150-400
20,35,12,105,108,52,97,70,1,3,"[0, 2, 1, 3, 4]",40-120
20,35,13,33,37,43,21,34,2,2,"[0, 2, 1, 3, 4]",10-50
